City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description,rainfall 1hr,snowfall 1hr,Date
189,Codrington,AU,-38.27,141.97,53.38,92,87,13.73,overcast clouds,0.0,0.0,2020-06-14 19:28:22
190,Hervey Bay,AU,-25.3,152.85,66.0,95,100,3.0,light rain,0.93,0.0,2020-06-14 19:27:58
191,Whitehorse,CA,60.72,-135.05,55.4,66,75,2.24,broken clouds,0.0,0.0,2020-06-14 19:24:44
192,Pavlivka,UA,49.44,28.46,63.82,95,100,6.53,overcast clouds,0.0,0.0,2020-06-14 19:28:22
193,Rambha,IN,19.52,85.1,85.46,78,100,10.0,overcast clouds,0.0,0.0,2020-06-14 19:28:23
194,Arcos De La Frontera,ES,36.75,-5.81,71.01,56,0,8.05,clear sky,0.0,0.0,2020-06-14 19:28:23
195,Mar Del Plata,AR,-38.0,-57.56,53.6,45,0,12.75,clear sky,0.0,0.0,2020-06-14 19:26:12
196,Taoudenni,ML,22.68,-3.98,107.37,10,0,11.74,clear sky,0.0,0.0,2020-06-14 19:27:52
197,Nikolskoye,RU,59.7,30.79,68.0,45,6,6.71,clear sky,0.0,0.0,2020-06-14 19:28:24
198,Cidreira,BR,-30.18,-50.21,54.39,64,6,5.19,clear sky,0.0,0.0,2020-06-14 19:28:24
199,Paita,PE,-5.09,-81.11,70.11,68,0,15.59,clear sky,0.0,0.0,2020-06-14 19:28:24
200,Finschhafen,PG,-6.6,147.87,79.9,74,0,8.23,clear sky,0.0,0.0,2020-06-14 19:28:25
201,Cabo San Lucas,MX,22.89,-109.91,91.4,43,5,14.99,clear sky,0.0,0.0,2020-06-14 19:28:25
202,Nishihara,JP,26.18,127.76,82.4,100,20,10.29,few clouds,0.0,0.0,2020-06-14 19:28:25
203,Piacabucu,BR,-10.41,-36.43,78.75,78,0,12.5,clear sky,0.0,0.0,2020-06-14 19:28:25
204,Lianzhou,CN,24.78,112.38,76.8,87,100,3.4,overcast clouds,0.0,0.0,2020-06-14 19:28:02
205,Muros,ES,42.78,-9.06,62.01,81,94,10.0,overcast clouds,0.0,0.0,2020-06-14 19:28:16
206,Kpandu,GH,7.0,0.29,77.97,89,100,10.18,overcast clouds,0.0,0.0,2020-06-14 19:28:26
207,Wahiawa,US,21.5,-158.02,82.4,69,75,11.41,broken clouds,0.0,0.0,2020-06-14 19:28:26
208,Oyama,JP,36.3,139.8,75.0,94,75,1.12,mist,0.0,0.0,2020-06-14 19:28:27
209,Kamenica,DE,50.83,12.92,66.0,88,100,5.44,light rain,0.4,0.0,2020-06-14 19:28:27
210,Coihaique,CL,-45.58,-72.07,48.2,76,20,2.24,few clouds,0.0,0.0,2020-06-14 19:28:27
211,Sinnamary,GF,5.38,-52.95,82.49,79,49,5.23,light rain,0.91,0.0,2020-06-14 19:28:27
212,Saldanha,ZA,-33.01,17.94,59.0,77,0,3.36,clear sky,0.0,0.0,2020-06-14 19:28:28
213,Lata,PT,40.16,-8.33,66.99,68,100,5.01,overcast clouds,0.0,0.0,2020-06-14 19:27:18
214,Kimbe,PG,-5.55,150.14,76.05,87,2,4.29,clear sky,0.0,0.0,2020-06-14 19:28:28
215,Iskateley,RU,67.68,53.15,52.61,58,100,0.58,overcast clouds,0.0,0.0,2020-06-14 19:28:28
216,Atagay,RU,55.1,99.39,60.13,74,1,4.56,clear sky,0.0,0.0,2020-06-14 19:28:29
217,Le Port,RE,-20.94,55.29,73.4,56,75,14.99,broken clouds,0.0,0.0,2020-06-14 19:28:29
218,Geraldton,AU,-28.77,114.6,53.6,93,75,8.05,broken clouds,0.0,0.0,2020-06-14 19:28:29
219,Marco,US,25.97,-81.73,84.2,94,90,12.75,light rain,0.51,0.0,2020-06-14 19:26:53
220,Hinton,CA,53.4,-117.59,46.13,83,100,8.72,light rain,0.21,0.0,2020-06-14 19:28:30
221,Pinawa,CA,50.15,-95.88,73.94,36,98,15.21,overcast clouds,0.0,0.0,2020-06-14 19:28:30
222,Marovoay,MG,-16.1,46.63,75.2,53,6,2.24,clear sky,0.0,0.0,2020-06-14 19:28:30
223,Naze,JP,28.37,129.48,78.8,100,75,8.05,broken clouds,0.0,0.0,2020-06-14 19:28:30
224,Bonavista,CA,48.65,-53.11,45.0,83,100,4.0,overcast clouds,0.0,0.0,2020-06-14 19:28:31
225,Noshiro,JP,40.2,140.02,65.12,92,78,5.73,light rain,0.56,0.0,2020-06-14 19:28:31
226,Kodiak,US,57.79,-152.41,51.8,81,90,5.82,overcast clouds,0.0,0.0,2020-06-14 19:28:31
227,Plettenberg Bay,ZA,-34.05,23.37,57.99,37,6,5.1,clear sky,0.0,0.0,2020-06-14 19:28:31
228,Tabas,IR,33.6,56.92,96.8,9,0,4.7,clear sky,0.0,0.0,2020-06-14 19:28:31
229,Moerai,PF,-22.43,-151.33,71.33,73,91,18.99,overcast clouds,0.0,0.0,2020-06-14 19:28:32
230,Choix,MX,26.71,-108.32,99.61,29,0,8.14,clear sky,0.0,0.0,2020-06-14 19:28:32
231,Constitucion,CL,-35.33,-72.42,58.6,43,0,1.23,clear sky,0.0,0.0,2020-06-14 19:27:01
232,Mao,ES,39.89,4.27,69.8,73,0,9.17,clear sky,0.0,0.0,2020-06-14 19:28:33
233,Bairiki,KI,1.33,172.98,73.4,94,20,2.24,few clouds,0.0,0.0,2020-06-14 19:28:33
234,Faya,SA,18.39,42.45,78.8,50,100,4.7,overcast clouds,0.0,0.0,2020-06-14 19:28:33
235,Neuquen,AR,-38.95,-68.06,53.6,40,0,5.82,clear sky,0.0,0.0,2020-06-14 19:25:35
236,North Battleford,CA,52.78,-108.28,68.0,68,20,9.17,few clouds,0.0,0.0,2020-06-14 19:28:34
237,San Felipe,VE,10.34,-68.74,90.54,51,97,2.95,overcast clouds,0.0,0.0,2020-06-14 19:28:34
238,Hibbing,US,47.43,-92.94,69.8,34,1,23.04,clear sky,0.0,0.0,2020-06-14 19:28:34
239,Suba,PH,10.84,121.01,84.88,68,100,2.98,overcast clouds,0.0,0.0,2020-06-14 19:28:34
240,Tougan,BF,13.07,-3.07,102.42,19,0,6.22,clear sky,0.0,0.0,2020-06-14 19:28:35
241,Umm Kaddadah,SD,13.6,26.69,98.58,14,0,8.14,clear sky,0.0,0.0,2020-06-14 19:28:21
242,Thompson,CA,55.74,-97.86,73.4,46,75,9.17,broken clouds,0.0,0.0,2020-06-14 19:28:35
243,Richards Bay,ZA,-28.78,32.04,57.9,41,0,5.03,clear sky,0.0,0.0,2020-06-14 19:28:36
244,Meadow Lake,US,34.8,-106.54,91.99,24,20,11.41,few clouds,0.0,0.0,2020-06-14 19:28:36
245,Neryungri,RU,56.67,124.65,47.26,85,100,2.39,overcast clouds,0.0,0.0,2020-06-14 19:28:36
246,Zhmerynka,UA,49.04,28.11,64.99,93,21,7.76,few clouds,0.0,0.0,2020-06-14 19:28:36
247,Andenes,NO,69.31,16.12,48.2,87,75,10.29,light intensity drizzle,0.0,0.0,2020-06-14 19:28:37
248,Okhotsk,RU,59.38,143.3,47.93,77,75,2.62,broken clouds,0.0,0.0,2020-06-14 19:24:33
249,Norman Wells,CA,65.28,-126.83,66.2,48,75,16.11,broken clouds,0.0,0.0,2020-06-14 19:27:22
250,Asfi,MA,32.3,-9.24,71.17,67,0,19.37,clear sky,0.0,0.0,2020-06-14 19:28:37
251,Lagoa,PT,39.05,-27.98,62.42,71,99,10.67,overcast clouds,0.0,0.0,2020-06-14 19:28:38
252,Nizhniy Kuranakh,RU,58.84,125.49,48.61,88,94,3.53,overcast clouds,0.0,0.0,2020-06-14 19:28:38
253,Rurrenabaque,BO,-14.44,-67.53,82.26,52,1,3.89,clear sky,0.0,0.0,2020-06-14 19:28:38
254,Upernavik,GL,72.79,-56.15,32.9,94,100,14.61,overcast clouds,0.0,0.0,2020-06-14 19:28:38
255,Langfang,CN,39.51,116.69,82.0,32,64,1.99,broken clouds,0.0,0.0,2020-06-14 19:28:38
256,Santo Amaro Da Imperatriz,BR,-27.69,-48.78,62.01,54,75,12.75,broken clouds,0.0,0.0,2020-06-14 19:28:39
257,Puerto Escondido,MX,15.85,-97.07,86.0,70,40,9.17,scattered clouds,0.0,0.0,2020-06-14 19:28:39
258,Mahon,ES,39.89,4.27,69.8,73,0,9.17,clear sky,0.0,0.0,2020-06-14 19:28:39
259,Salalah,OM,17.02,54.09,86.0,84,90,6.93,overcast clouds,0.0,0.0,2020-06-14 19:27:08
260,Hofn,IS,64.25,-15.21,50.76,78,0,11.61,clear sky,0.0,0.0,2020-06-14 19:28:40
261,Omboue,GA,-1.57,9.26,74.41,88,100,7.85,overcast clouds,0.0,0.0,2020-06-14 19:28:40
262,Clyde River,CA,70.47,-68.59,37.4,86,1,33.33,clear sky,0.0,0.0,2020-06-14 19:28:40
263,Bima,ID,-8.47,118.72,74.32,89,9,4.05,clear sky,0.0,0.0,2020-06-14 19:28:18
264,Saint Anthony,US,45.02,-93.22,75.2,36,20,16.11,few clouds,0.0,0.0,2020-06-14 19:28:40
265,Iqaluit,CA,63.75,-68.51,39.2,83,90,5.06,overcast clouds,0.0,0.0,2020-06-14 19:27:17
266,Qaqortoq,GL,60.72,-46.03,46.4,52,96,21.92,overcast clouds,0.0,0.0,2020-06-14 19:27:10
267,Kupino,RU,54.37,77.3,49.15,81,3,7.56,clear sky,0.0,0.0,2020-06-14 19:28:41
268,Zuenoula,CI,7.43,-6.04,78.53,78,1,3.38,light rain,0.3,0.0,2020-06-14 19:28:42
269,Ilulissat,GL,69.22,-51.1,35.6,80,99,10.29,light intensity shower rain,0.0,0.0,2020-06-14 19:28:42
270,San Patricio,MX,19.22,-104.7,87.8,74,20,11.41,few clouds,0.0,0.0,2020-06-14 19:28:42
271,Noumea,NC,-22.28,166.46,68.0,77,90,5.82,overcast clouds,0.0,0.0,2020-06-14 19:28:42
272,Comodoro Rivadavia,AR,-45.87,-67.5,55.4,50,80,14.99,broken clouds,0.0,0.0,2020-06-14 19:25:57
273,Champerico,GT,14.3,-91.92,91.4,55,40,11.41,scattered clouds,0.0,0.0,2020-06-14 19:28:43
274,Coari,BR,-4.08,-63.14,83.34,85,97,4.18,light rain,1.0,0.0,2020-06-14 19:28:43
275,Oksovskiy,RU,62.61,39.9,58.55,71,0,6.17,clear sky,0.0,0.0,2020-06-14 19:28:43
276,Cajuru,BR,-21.28,-47.3,86.0,35,0,8.05,clear sky,0.0,0.0,2020-06-14 19:28:43
277,Cururupu,BR,-1.83,-44.87,87.4,57,9,5.28,clear sky,0.0,0.0,2020-06-14 19:27:11
278,Port Blair,IN,11.67,92.75,83.28,82,100,12.77,light rain,0.14,0.0,2020-06-14 19:28:44
279,Shaowu,CN,27.34,117.48,76.53,87,83,1.83,broken clouds,0.0,0.0,2020-06-14 19:28:44
280,Matamoros,MX,25.53,-103.25,84.2,21,5,9.19,clear sky,0.0,0.0,2020-06-14 19:25:09
281,Tura,IN,25.52,90.22,76.21,94,100,5.37,overcast clouds,0.0,0.0,2020-06-14 19:27:03
282,Khelyulya,RU,61.73,30.68,54.37,63,0,1.88,clear sky,0.0,0.0,2020-06-14 19:28:45
283,Petropavlovsk-Kamchatskiy,RU,53.05,158.65,37.4,100,90,2.24,overcast clouds,0.0,0.0,2020-06-14 19:24:38
284,Viedma,AR,-40.81,-63.0,56.59,36,3,19.95,clear sky,0.0,0.0,2020-06-14 19:28:45
285,Portland,US,45.52,-122.68,63.0,55,75,3.36,broken clouds,0.0,0.0,2020-06-14 19:25:17
286,Tadine,NC,-21.55,167.88,71.01,79,37,15.14,scattered clouds,0.0,0.0,2020-06-14 19:28:46
287,Mount Vernon,US,40.91,-73.84,75.99,28,40,5.82,scattered clouds,0.0,0.0,2020-06-14 19:28:46
288,Limbang,MY,4.75,115.0,78.8,88,75,2.24,broken clouds,0.0,0.0,2020-06-14 19:28:46
289,Chuy,UY,-33.7,-53.46,52.56,49,0,3.22,clear sky,0.0,0.0,2020-06-14 19:28:46
290,Miri,MY,4.41,114.01,77.0,94,75,5.82,broken clouds,0.0,0.0,2020-06-14 19:28:46
291,Fortuna,US,40.6,-124.16,69.01,68,20,11.41,few clouds,0.0,0.0,2020-06-14 19:28:47
292,Pevek,RU,69.7,170.31,37.89,87,7,5.48,clear sky,0.0,0.0,2020-06-14 19:24:45
293,Pemberton,CA,50.32,-122.8,50.0,87,90,4.7,overcast clouds,0.0,0.0,2020-06-14 19:28:47
294,Marsa Matruh,EG,31.35,27.25,71.6,78,40,9.17,scattered clouds,0.0,0.0,2020-06-14 19:28:47
295,Souillac,MU,-20.52,57.52,71.6,83,20,9.17,few clouds,0.0,0.0,2020-06-14 19:28:48
296,Khuzhir,RU,53.19,107.34,50.45,71,0,5.19,clear sky,0.0,0.0,2020-06-14 19:28:48
297,Mansa,IN,29.98,75.38,99.54,12,0,4.07,clear sky,0.0,0.0,2020-06-14 19:28:48
298,Broken Hill,AU,-31.95,141.43,50.0,71,0,12.75,clear sky,0.0,0.0,2020-06-14 19:28:48
299,Walvis Bay,NA,-22.96,14.51,68.0,20,0,9.17,clear sky,0.0,0.0,2020-06-14 19:28:48
300,Dayong,CN,25.02,118.29,80.6,83,94,6.71,overcast clouds,0.0,0.0,2020-06-14 19:28:49
301,Ahuimanu,US,21.44,-157.84,84.2,62,90,12.75,overcast clouds,0.0,0.0,2020-06-14 19:28:49
302,Surt,LY,31.21,16.59,85.73,31,0,23.42,clear sky,0.0,0.0,2020-06-14 19:26:59
303,Lakes Entrance,AU,-37.88,147.98,57.0,66,69,1.99,broken clouds,0.0,0.0,2020-06-14 19:28:49
304,Nikolayevskaya,RU,47.61,41.5,73.94,57,100,11.54,overcast clouds,0.0,0.0,2020-06-14 19:28:50
305,Esil,KZ,51.96,66.4,53.6,52,100,11.36,overcast clouds,0.0,0.0,2020-06-14 19:28:50
306,Mildura,AU,-34.2,142.15,50.0,81,0,6.93,clear sky,0.0,0.0,2020-06-14 19:28:50
307,Kedrovyy,RU,56.17,91.82,55.4,87,40,4.47,scattered clouds,0.0,0.0,2020-06-14 19:28:51
308,Burgos,ES,42.34,-3.71,61.0,55,90,3.36,overcast clouds,0.0,0.0,2020-06-14 19:28:51
309,San Rafael,AR,-34.62,-68.33,58.71,33,0,17.92,clear sky,0.0,0.0,2020-06-14 19:28:51
310,Bauchi,NG,10.5,10.0,87.08,41,0,5.17,clear sky,0.0,0.0,2020-06-14 19:28:51
311,Ostrovnoy,RU,68.05,39.51,56.95,62,100,16.42,overcast clouds,0.0,0.0,2020-06-14 19:28:51
312,Borogontsy,RU,62.67,131.17,52.38,96,60,3.62,broken clouds,0.0,0.0,2020-06-14 19:28:52
313,Dhidhdhoo,MV,6.88,73.1,84.9,78,58,18.19,broken clouds,0.0,0.0,2020-06-14 19:28:52
314,Maraa,BR,-1.83,-65.37,84.06,79,80,3.76,light rain,0.57,0.0,2020-06-14 19:28:52
315,Griffith,US,41.53,-87.42,69.01,40,1,9.8,clear sky,0.0,0.0,2020-06-14 19:28:53
316,Korla,CN,41.76,86.15,72.0,39,0,5.99,clear sky,0.0,0.0,2020-06-14 19:28:53
317,Wasilla,US,61.58,-149.44,62.6,42,1,5.41,clear sky,0.0,0.0,2020-06-14 19:28:53
318,East London,ZA,-33.02,27.91,61.07,30,100,5.64,overcast clouds,0.0,0.0,2020-06-14 19:28:53
319,Labytnangi,RU,66.66,66.42,43.59,68,90,11.12,overcast clouds,0.0,0.0,2020-06-14 19:28:53
320,Hilton Head Island,US,32.22,-80.75,82.0,65,40,11.41,scattered clouds,0.0,0.0,2020-06-14 19:28:54
321,Leningradskiy,RU,69.38,178.42,46.49,83,57,6.26,broken clouds,0.0,0.0,2020-06-14 19:27:08
322,Mandalgovi,MN,45.76,106.27,64.47,27,1,8.19,clear sky,0.0,0.0,2020-06-14 19:28:54
323,Katsuura,JP,35.13,140.3,75.99,82,100,4.0,overcast clouds,0.0,0.0,2020-06-14 19:28:54
324,Brae,GB,60.4,-1.35,59.0,93,1,5.82,clear sky,0.0,0.0,2020-06-14 19:28:55
325,Rocha,UY,-34.48,-54.33,52.68,52,0,4.41,clear sky,0.0,0.0,2020-06-14 19:28:55
326,Vao,NC,-22.67,167.48,71.69,75,13,19.19,few clouds,0.0,0.0,2020-06-14 19:28:55
327,Hambantota,LK,6.12,81.12,82.4,78,98,5.82,overcast clouds,0.0,0.0,2020-06-14 19:28:56
328,Russell,US,32.35,-85.2,87.8,45,75,5.82,broken clouds,0.0,0.0,2020-06-14 19:24:12
329,Arica,CL,-18.48,-70.3,68.0,68,19,11.41,few clouds,0.0,0.0,2020-06-14 19:26:11
330,Bartica,GY,6.4,-58.62,87.8,70,40,4.7,scattered clouds,0.0,0.0,2020-06-14 19:28:56
331,Takoradi,GH,4.88,-1.76,78.37,87,100,8.88,overcast clouds,0.0,0.0,2020-06-14 19:28:57
332,Youghal,IE,51.95,-7.85,61.0,76,20,8.05,few clouds,0.0,0.0,2020-06-14 19:28:57
333,Yar-Sale,RU,66.83,70.83,38.64,73,0,20.09,clear sky,0.0,0.0,2020-06-14 19:28:57
334,Chiredzi,ZW,-21.05,31.67,56.77,60,0,4.18,clear sky,0.0,0.0,2020-06-14 19:28:57
335,Severo-Kurilsk,RU,50.68,156.12,40.51,93,100,14.65,overcast clouds,0.0,0.0,2020-06-14 19:28:58
336,Gemena,CD,3.25,19.77,73.67,93,99,2.24,overcast clouds,0.0,0.0,2020-06-14 19:28:58
337,Fort Nelson,CA,58.81,-122.7,53.6,93,90,16.11,moderate rain,0.0,0.0,2020-06-14 19:28:58
338,Petropavlovka,RU,50.61,105.32,61.34,52,0,2.3,clear sky,0.0,0.0,2020-06-14 19:28:59
339,Zhanaozen,KZ,43.3,52.8,90.41,11,0,8.9,clear sky,0.0,0.0,2020-06-14 19:28:59
340,Kadoma,JP,34.73,135.58,73.99,98,37,3.0,moderate rain,1.19,0.0,2020-06-14 19:28:59
341,Caravelas,BR,-17.71,-39.25,78.04,66,0,4.9,clear sky,0.0,0.0,2020-06-14 19:28:59
342,Harper,LR,4.38,-7.72,79.0,84,97,7.54,overcast clouds,0.0,0.0,2020-06-14 19:29:00
343,Itupiranga,BR,-5.13,-49.33,89.6,49,20,3.36,few clouds,0.0,0.0,2020-06-14 19:27:48
344,Fuxin,CN,42.02,121.66,71.64,38,0,6.38,clear sky,0.0,0.0,2020-06-14 19:29:00
345,Pushkino,RU,56.02,37.87,66.99,48,71,8.95,broken clouds,0.0,0.0,2020-06-14 19:29:00
346,Naron,ES,43.52,-8.15,64.99,77,75,4.7,light rain,0.0,0.0,2020-06-14 19:29:01
347,Pithoro,PK,25.52,69.38,93.65,38,0,20.22,clear sky,0.0,0.0,2020-06-14 19:29:01
348,Paamiut,GL,61.99,-49.67,35.4,92,100,3.58,overcast clouds,0.0,0.0,2020-06-14 19:29:01
349,Kidal,ML,18.44,1.41,103.75,8,24,9.46,few clouds,0.0,0.0,2020-06-14 19:29:02
350,Vila Do Maio,CV,15.13,-23.22,86.0,48,0,16.11,clear sky,0.0,0.0,2020-06-14 19:29:02
351,Minab,IR,27.15,57.08,89.6,70,38,4.7,haze,0.0,0.0,2020-06-14 19:29:02
352,Ukiah,US,39.15,-123.21,77.0,41,1,4.7,clear sky,0.0,0.0,2020-06-14 19:24:36
353,Soyo,AO,-6.13,12.37,72.32,87,62,5.7,broken clouds,0.0,0.0,2020-06-14 19:29:03
354,Pyatnitskoye,RU,50.42,37.83,66.6,89,17,16.73,light rain,0.64,0.0,2020-06-14 19:29:03
355,Brooks,CA,50.58,-111.89,68.0,44,100,1.99,overcast clouds,0.0,0.0,2020-06-14 19:26:00
356,Teya,RU,60.38,92.63,43.77,70,0,7.56,clear sky,0.0,0.0,2020-06-14 19:29:04
357,Samarai,PG,-10.62,150.67,79.7,86,1,15.86,light rain,0.65,0.0,2020-06-14 19:29:04
358,Labuan,MY,5.28,115.24,80.01,94,75,5.26,broken clouds,0.0,0.0,2020-06-14 19:29:04
359,Sierra Vista,US,31.55,-110.3,91.4,18,20,11.41,few clouds,0.0,0.0,2020-06-14 19:29:04
360,El Jicaro,GT,14.92,-89.9,88.21,55,74,3.18,light rain,0.34,0.0,2020-06-14 19:29:05
361,Hope,US,33.67,-93.59,91.99,29,0,3.0,clear sky,0.0,0.0,2020-06-14 19:29:05
362,Amuntai,ID,-2.42,115.25,74.14,97,5,1.43,clear sky,0.0,0.0,2020-06-14 19:29:05
363,Pailon,BO,-17.65,-62.75,73.4,43,40,12.75,scattered clouds,0.0,0.0,2020-06-14 19:29:05
364,Cairns,AU,-16.92,145.77,75.2,88,75,5.82,broken clouds,0.0,0.0,2020-06-14 19:26:28
365,Slubice,PL,52.35,14.56,71.01,42,26,7.43,scattered clouds,0.0,0.0,2020-06-14 19:29:06
366,Mahina,PF,-17.51,-149.49,82.4,69,20,5.82,few clouds,0.0,0.0,2020-06-14 19:29:06
367,Lazaro Cardenas,MX,17.96,-102.2,87.53,63,22,7.92,few clouds,0.0,0.0,2020-06-14 19:24:41
368,Yakovlevskoye,RU,55.44,37.95,61.0,59,23,6.71,few clouds,0.0,0.0,2020-06-14 19:29:07
369,Craig,US,40.52,-107.55,78.8,9,1,23.04,clear sky,0.0,0.0,2020-06-14 19:29:07
370,Thinadhoo,MV,0.53,72.93,84.61,76,24,11.43,few clouds,0.0,0.0,2020-06-14 19:26:53
371,Ruwi,OM,23.6,58.55,96.8,47,0,3.36,clear sky,0.0,0.0,2020-06-14 19:29:08
372,Kurtamysh,RU,54.91,64.43,47.07,75,0,4.32,clear sky,0.0,0.0,2020-06-14 19:29:08
373,Carnarvon,AU,-24.87,113.63,64.74,34,31,19.95,scattered clouds,0.0,0.0,2020-06-14 19:29:08
374,Canutama,BR,-6.53,-64.38,82.89,89,100,3.0,moderate rain,1.67,0.0,2020-06-14 19:29:08
375,Whitianga,NZ,-36.83,175.7,51.01,95,1,1.01,clear sky,0.0,0.0,2020-06-14 19:29:09
376,Porto Santo,PT,33.07,-16.34,71.6,78,20,9.17,few clouds,0.0,0.0,2020-06-14 19:29:09
377,Yeppoon,AU,-23.13,150.73,66.2,93,90,4.14,overcast clouds,0.0,0.0,2020-06-14 19:29:09
378,Nanakuli,US,21.39,-158.15,82.4,58,40,8.05,scattered clouds,0.0,0.0,2020-06-14 19:29:10
379,Port Hardy,CA,50.7,-127.42,55.4,71,75,8.05,broken clouds,0.0,0.0,2020-06-14 19:27:57
