City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
289,Volksrust,ZA,2020-06-14 01:59:55,-27.37,29.88,30.18,78,0,3.06
290,De-Kastri,RU,2020-06-14 01:59:55,51.47,140.78,44.46,91,100,6.26
291,Broome,US,2020-06-14 01:59:55,42.25,-75.83,51.01,61,1,5.82
292,Belyy Yar,RU,2020-06-14 01:59:55,53.6,91.39,69.8,60,0,2.24
293,Watsa,CD,2020-06-14 01:59:56,3.04,29.54,62.83,100,99,2.53
294,Westport,US,2020-06-14 01:59:56,41.14,-73.36,62.01,56,0,12.03
295,Manggar,ID,2020-06-14 01:59:56,-2.88,108.27,84.9,75,2,16.35
296,Hasaki,JP,2020-06-14 01:59:56,35.73,140.83,73.0,100,75,2.24
297,Pishin,PK,2020-06-14 01:59:57,30.58,67.0,75.6,15,0,2.71
298,Copiapo,CL,2020-06-14 01:59:57,-27.37,-70.33,53.6,93,90,3.36
299,Mabaruma,GY,2020-06-14 01:59:57,8.2,-59.78,76.03,91,100,3.15
300,Sainte-Suzanne,RE,2020-06-14 01:59:57,-20.91,55.61,66.2,77,2,3.36
301,Katsuura,JP,2020-06-14 01:59:57,35.13,140.3,73.0,94,90,1.12
302,Aklavik,CA,2020-06-14 01:59:58,68.22,-135.01,75.2,36,75,10.29
303,Tautira,PF,2020-06-14 01:59:58,-17.73,-149.15,87.8,62,20,4.7
304,Coban,GT,2020-06-14 01:59:58,15.48,-90.37,61.32,98,91,0.38
305,Murray Bridge,AU,2020-06-14 01:59:58,-35.12,139.27,55.0,93,94,18.01
306,Kahului,US,2020-06-14 01:59:58,20.89,-156.47,86.0,45,20,27.51
307,Mancio Lima,BR,2020-06-14 01:59:59,-7.61,-72.9,77.0,94,40,3.36
308,Oda,JP,2020-06-14 01:59:59,35.18,132.5,78.8,88,75,11.41
309,Tete,MZ,2020-06-14 01:59:59,-16.16,33.59,62.6,100,75,4.38
310,Khorixas,NA,2020-06-14 01:59:59,-20.37,14.97,52.86,41,0,12.88
311,Sorland,NO,2020-06-14 02:00:00,67.67,12.69,51.8,93,100,4.7
312,Moissala,TD,2020-06-14 02:00:00,8.34,17.77,70.92,83,81,5.21
313,Corsicana,US,2020-06-14 02:00:00,32.1,-96.47,87.8,40,1,4.7
314,Hailun,CN,2020-06-14 02:00:00,47.45,126.93,59.11,91,100,5.79
315,Central Point,US,2020-06-14 02:00:00,42.38,-122.92,63.0,48,90,3.36
316,Gondanglegi,ID,2020-06-14 02:00:01,-7.75,112.01,83.01,73,95,2.82
317,Santiago,CL,2020-06-14 02:00:01,-33.46,-70.65,44.6,87,1,2.24
318,Zapolyarnyy,RU,2020-06-14 02:00:02,69.42,30.81,50.0,76,100,5.82
319,Natal,BR,2020-06-14 01:57:11,-5.79,-35.21,75.2,94,43,3.36
320,Vila Do Maio,CV,2020-06-14 02:00:02,15.13,-23.22,78.8,83,20,6.93
321,Esperance,AU,2020-06-14 01:55:29,-33.87,121.9,55.4,87,32,16.11
322,Carlsbad,US,2020-06-14 02:00:03,33.16,-117.35,70.0,77,1,9.17
323,Butaritari,KI,2020-06-14 02:00:04,3.07,172.79,83.53,67,95,9.55
324,Arman,RU,2020-06-14 02:00:04,59.7,150.17,59.32,56,0,7.43
325,Beringovskiy,RU,2020-06-14 02:00:04,63.05,179.32,45.5,74,0,8.5
326,Baruun-Urt,MN,2020-06-14 02:00:05,46.68,113.28,67.82,38,0,13.18
327,Oxelosund,SE,2020-06-14 02:00:05,58.67,17.1,50.0,71,33,7.63
328,Hirara,JP,2020-06-14 02:00:05,24.8,125.28,87.8,74,40,18.34
329,Lima,PE,2020-06-14 01:56:08,-12.04,-77.03,64.4,77,90,8.05
330,Yulara,AU,2020-06-14 02:00:06,-25.24,130.99,57.2,47,0,16.11
331,Sal Rei,CV,2020-06-14 02:00:06,16.18,-22.92,77.0,83,31,8.05
332,Pangai,TO,2020-06-14 02:00:06,-19.8,-174.35,73.89,68,100,24.18
333,Saint-Augustin,CA,2020-06-14 02:00:07,51.23,-58.65,49.82,64,79,13.89
334,Ambilobe,MG,2020-06-14 02:00:07,-13.2,49.05,71.11,68,100,2.53
335,Bosaso,SO,2020-06-14 02:00:07,11.28,49.18,89.28,49,96,6.2
336,Esmeralda,CU,2020-06-14 02:00:07,21.85,-78.12,71.6,100,100,3.36
337,Avera,US,2020-06-14 02:00:08,33.19,-82.53,75.2,64,1,3.36
338,Canatlan,MX,2020-06-14 02:00:08,24.52,-104.78,79.0,24,40,11.99
339,Kyshtovka,RU,2020-06-14 02:00:08,56.55,76.63,49.06,62,23,13.06
340,Baturaja,ID,2020-06-14 02:00:08,-4.13,104.17,82.24,71,35,2.98
341,Taungdwingyi,MM,2020-06-14 02:00:09,20.02,95.55,86.49,66,68,9.48
342,Tomatlan,MX,2020-06-14 02:00:09,19.93,-105.25,80.29,74,0,4.45
343,Homer,US,2020-06-14 01:56:47,59.64,-151.55,60.8,51,1,13.87
344,Berezovyy,RU,2020-06-14 02:00:09,51.67,135.7,55.4,59,99,8.41
345,Praya,CV,2020-06-14 01:59:50,14.92,-23.51,78.8,83,20,6.93
346,Meulaboh,ID,2020-06-14 02:00:10,4.14,96.13,82.35,76,57,3.02
347,Lakhdenpokhya,RU,2020-06-14 02:00:10,61.52,30.2,51.8,65,0,3.42
348,Pochutla,MX,2020-06-14 02:00:10,15.74,-96.47,82.0,78,27,1.99
349,Sinop,TR,2020-06-14 02:00:10,41.77,34.87,56.35,81,100,5.48
350,Kilcoole,IE,2020-06-14 02:00:11,53.1,-6.07,54.0,93,50,4.25
351,Faanui,PF,2020-06-14 02:00:11,-16.48,-151.75,81.0,76,26,8.61
352,Beloha,MG,2020-06-14 02:00:11,-25.17,45.05,55.98,77,0,4.92
353,Paka,MY,2020-06-14 02:00:11,4.64,103.44,80.6,88,40,6.93
354,Daru,PG,2020-06-14 02:00:11,-9.08,143.21,81.64,83,100,13.56
355,Poum,NC,2020-06-14 02:00:12,-20.23,164.02,75.97,74,1,15.37
356,Saint-Louis,SN,2020-06-14 02:00:12,16.33,-15.0,85.32,40,100,14.45
357,Chokurdakh,RU,2020-06-14 02:00:12,70.63,147.92,67.42,35,4,3.94
358,Mbandaka,CD,2020-06-14 01:57:32,0.05,18.26,70.95,89,99,0.92
359,Sumbe,AO,2020-06-14 02:00:13,-11.21,13.84,69.94,88,16,3.31
360,Orlik,RU,2020-06-14 02:00:13,52.52,99.83,68.29,34,17,5.53
361,Vostok,RU,2020-06-14 01:59:59,46.49,135.88,57.06,96,100,5.95
362,Saint-Pierre,RE,2020-06-14 01:57:40,-21.34,55.48,68.0,72,75,8.05
363,Fagersta,SE,2020-06-14 02:00:14,60.0,15.79,46.99,81,86,4.7
364,Coleraine,GB,2020-06-14 02:00:14,55.13,-6.67,57.2,93,23,11.41
365,Alipur,PK,2020-06-14 02:00:14,29.38,70.91,98.31,28,0,8.75
366,Khromtau,KZ,2020-06-14 02:00:14,50.25,58.43,59.04,73,22,15.93
367,Nueve De Julio,AR,2020-06-14 01:57:23,-35.44,-60.88,39.99,57,0,4.94
368,Lyuban,BY,2020-06-14 02:00:15,52.8,28.0,54.9,96,100,13.44
369,Bud,US,2020-06-14 02:00:15,39.45,-86.18,68.0,56,1,8.05
370,The Valley,AI,2020-06-14 02:00:15,18.22,-63.06,84.2,74,40,9.17
371,Tazovskiy,RU,2020-06-14 02:00:16,67.47,78.7,49.14,51,88,20.74
372,San Quintin,MX,2020-06-14 02:00:16,30.48,-115.95,66.24,68,0,19.06
373,Murzzuschlag,AT,2020-06-14 02:00:16,47.6,15.68,66.0,72,5,1.99
374,Oussouye,SN,2020-06-14 02:00:16,12.48,-16.55,80.6,88,87,8.32
375,Svetlaya,RU,2020-06-14 02:00:17,46.54,138.33,54.99,70,96,5.06
376,Chumikan,RU,2020-06-14 02:00:17,54.72,135.31,47.26,68,93,8.43
377,Camana,PE,2020-06-14 02:00:17,-16.62,-72.71,62.96,82,50,7.31
378,Georgetown,MY,2020-06-14 01:59:51,5.41,100.34,84.2,83,20,5.46
379,Grindavik,IS,2020-06-14 02:00:17,63.84,-22.43,44.6,87,90,13.87
380,Flin Flon,CA,2020-06-14 01:58:12,54.77,-101.86,67.51,43,99,15.21
381,Sibolga,ID,2020-06-14 02:00:18,1.74,98.78,83.66,70,76,1.39
382,Ponta Delgada,PT,2020-06-14 02:00:18,37.73,-25.67,55.4,82,20,5.82
383,Lumberton,US,2020-06-14 01:55:27,34.62,-79.01,75.2,77,40,5.82
384,Tawau,MY,2020-06-14 02:00:19,4.25,117.89,77.0,100,40,3.36
385,Luena,AO,2020-06-14 02:00:19,-11.78,19.92,49.24,68,0,4.79
386,Sulangan,PH,2020-06-14 02:00:19,11.14,123.72,84.67,76,100,11.83
387,Bilma,NE,2020-06-14 02:00:19,18.69,12.92,89.98,16,70,1.39
388,Strezhevoy,RU,2020-06-14 01:58:42,60.73,77.59,46.4,87,75,8.95
389,Honningsvag,NO,2020-06-14 02:00:20,70.98,25.97,53.35,59,98,11.27
390,Belaya Gora,RU,2020-06-14 01:57:45,68.53,146.42,77.59,29,0,1.01
391,Bonthe,SL,2020-06-14 02:00:20,7.53,-12.51,78.84,86,100,5.99
392,Chotesov,CZ,2020-06-14 02:00:21,49.65,13.2,66.2,77,75,4.7
393,Hofn,IS,2020-06-14 01:57:32,64.25,-15.21,45.19,84,100,6.15
394,Puerto Leguizamo,CO,2020-06-14 02:00:21,-0.19,-74.78,73.6,90,100,2.13
395,Walvis Bay,NA,2020-06-14 02:00:09,-22.96,14.51,64.4,17,0,13.87
396,Ahlat,TR,2020-06-14 02:00:21,38.75,42.48,51.03,55,0,2.84
397,Erenhot,CN,2020-06-14 02:00:22,43.65,111.98,71.2,24,0,9.26
398,Port Blair,IN,2020-06-14 02:00:22,11.67,92.75,84.16,80,98,14.16
399,Stokmarknes,NO,2020-06-14 02:00:22,68.56,14.91,55.99,72,98,8.28
400,Silute,LT,2020-06-14 02:00:23,55.35,21.48,52.9,77,0,9.75
401,Palmer,US,2020-06-14 02:00:23,42.16,-72.33,57.2,50,20,6.93
402,Northam,GB,2020-06-14 02:00:23,51.03,-4.22,53.01,98,17,1.01
403,Sao Jose Da Coroa Grande,BR,2020-06-14 02:00:23,-8.9,-35.15,77.94,86,87,13.89
404,Lethem,GY,2020-06-14 02:00:23,3.38,-59.8,77.2,84,100,5.99
405,Greeneville,US,2020-06-14 02:00:24,36.16,-82.83,68.0,49,1,6.08
406,Dong Hoi,VN,2020-06-14 02:00:24,17.48,106.6,87.4,65,100,6.42
407,Erdemli,TR,2020-06-14 02:00:24,36.6,34.31,66.15,70,47,2.48
408,Pevek,RU,2020-06-14 02:00:25,69.7,170.31,41.11,97,100,6.17
409,Kalmunai,LK,2020-06-14 02:00:25,7.42,81.82,83.03,74,14,2.84
410,Callaguip,PH,2020-06-14 02:00:25,18.07,120.49,86.0,74,40,6.93
411,Kutum,SD,2020-06-14 02:00:25,14.2,24.67,71.98,30,0,2.59
412,Tiznit,MA,2020-06-14 02:00:26,29.58,-9.5,60.94,73,0,1.01
413,Odweyne,SO,2020-06-14 02:00:26,9.41,45.06,70.97,65,94,13.44
414,Manado,ID,2020-06-14 02:00:26,1.49,124.85,86.0,66,40,3.36
415,Kodinsk,RU,2020-06-14 02:00:26,58.69,99.18,72.07,69,98,7.58
416,Severnyy,RU,2020-06-14 02:00:27,50.68,36.55,64.4,88,75,13.42
417,Kaitangata,NZ,2020-06-14 02:00:27,-46.28,169.85,46.99,59,0,4.0
418,Am Timan,TD,2020-06-14 02:00:27,11.03,20.28,78.66,64,0,7.11
419,Tudela,ES,2020-06-14 02:00:27,42.06,-1.6,60.8,63,60,1.12
420,Hadishahr,AZ,2020-06-14 02:00:28,38.84,45.66,64.4,48,40,4.7
421,Bairiki,KI,2020-06-14 02:00:28,1.33,172.98,86.0,66,20,3.36
422,Paamiut,GL,2020-06-14 02:00:28,61.99,-49.67,37.89,96,100,16.49
423,Jardim,BR,2020-06-14 02:00:28,-21.48,-56.14,70.52,88,80,4.09
424,Bengkulu,ID,2020-06-14 02:00:29,-3.8,102.27,81.7,67,2,1.48
425,Clarence Town,AU,2020-06-14 02:00:29,-32.58,151.78,66.2,77,50,18.34
426,Buala,SB,2020-06-14 02:00:29,-8.14,159.59,86.5,69,55,8.3
427,Jiwani,PK,2020-06-14 02:00:29,25.05,61.74,84.24,86,64,6.02
428,Koslan,RU,2020-06-14 01:58:19,63.46,48.9,50.9,71,0,9.73
429,Biak,ID,2020-06-14 02:00:30,-0.91,122.88,82.67,72,33,5.88
430,Hanamaki,JP,2020-06-14 02:00:30,39.38,141.12,78.8,61,75,6.93
431,Necochea,AR,2020-06-14 02:00:30,-38.55,-58.74,37.0,79,0,5.99
432,Isangel,VU,2020-06-14 02:00:30,-19.55,169.27,78.8,78,90,9.17
433,Troitskoye,RU,2020-06-14 02:00:30,52.98,84.68,70.23,59,0,11.39
434,Gondar,ET,2020-06-14 02:00:31,12.6,37.47,61.23,74,91,3.09
435,Zharkent,KZ,2020-06-14 02:00:31,44.16,80.0,73.29,28,14,8.99
436,Sfantu Gheorghe,RO,2020-06-14 02:00:31,45.87,25.78,61.0,93,7,0.43
437,Swan River,CA,2020-06-14 02:00:31,52.11,-101.27,64.81,70,100,9.91
438,Rorvik,NO,2020-06-14 02:00:32,64.86,11.24,57.36,65,38,4.74
439,Harbour Breton,CA,2020-06-14 02:00:32,47.48,-55.8,51.28,99,100,4.74
440,Cuautla,MX,2020-06-14 02:00:00,18.8,-98.95,74.5,38,0,3.27
441,Hamilton,US,2020-06-14 01:56:30,39.18,-84.53,68.0,72,1,7.27
442,Leningradskiy,RU,2020-06-14 02:00:33,69.38,178.42,57.54,56,92,2.19
443,Christchurch,NZ,2020-06-14 02:00:33,-43.53,172.63,52.0,66,16,20.8
444,Mapiripan,CO,2020-06-14 02:00:33,2.89,-72.13,74.68,90,62,1.92
445,Puente Grande,MX,2020-06-14 02:00:33,20.57,-103.15,84.2,17,20,6.93
446,Santa Ines,BR,2020-06-14 02:00:34,-3.67,-45.38,74.41,93,99,2.42
447,Flinders,AU,2020-06-14 02:00:34,-34.58,150.86,68.0,52,0,14.0
448,Freeport,US,2020-06-14 01:59:29,40.66,-73.58,68.0,45,75,13.87
449,Galesong,ID,2020-06-14 02:00:34,-5.32,119.37,86.0,74,20,2.24
450,Kloulklubed,PW,2020-06-14 02:00:34,7.04,134.26,85.14,73,95,11.43
451,Anadyr,RU,2020-06-14 02:00:35,64.75,177.48,59.0,51,12,22.37
452,Mecca,SA,2020-06-14 02:00:35,21.43,39.83,87.91,26,56,3.91
453,Kysyl-Syr,RU,2020-06-14 02:00:35,63.9,122.76,62.8,56,100,5.75
454,Antofagasta,CL,2020-06-14 02:00:36,-23.65,-70.4,59.0,77,90,2.24
455,Ust-Koksa,RU,2020-06-14 02:00:36,50.27,85.61,63.73,55,99,0.81
456,Asyut,EG,2020-06-14 02:00:36,27.18,31.18,80.6,39,0,13.87
457,Surgut,RU,2020-06-14 02:00:36,61.25,73.42,46.4,100,75,15.66
458,Kurayoshi,JP,2020-06-14 02:00:37,35.43,133.82,78.8,94,75,2.24
459,Quepos,CR,2020-06-14 02:00:37,9.42,-84.17,69.8,100,90,3.36
460,Port Augusta,AU,2020-06-14 02:00:37,-32.5,137.77,59.0,67,0,13.87
461,Lalibela,ET,2020-06-14 02:00:37,12.03,39.03,60.13,59,91,1.59
462,Honiara,SB,2020-06-14 02:00:38,-9.43,159.95,91.4,63,20,10.29
463,Tongliao,CN,2020-06-14 02:00:38,43.61,122.27,77.76,27,0,21.72
464,Rawson,AR,2020-06-14 01:59:02,-43.3,-65.1,43.77,60,100,10.67
465,Asau,RO,2020-06-14 02:00:38,46.43,26.4,60.01,89,16,5.21
466,Gainesville,US,2020-06-14 01:56:48,29.65,-82.32,77.0,83,75,6.93
467,Butterworth,MY,2020-06-14 02:00:39,5.4,100.36,84.2,83,20,5.19
468,Natalinsk,RU,2020-06-14 02:00:39,56.47,57.87,45.52,65,0,3.6
469,Ponta Pora,BR,2020-06-14 02:00:39,-22.54,-55.73,62.82,98,81,10.92
470,Pesaro,IT,2020-06-14 02:00:40,43.9,12.89,66.99,65,29,5.57
471,Margate,GB,2020-06-14 02:00:40,51.38,1.39,60.01,96,1,1.01
472,Lazdijai,LT,2020-06-14 02:00:40,54.23,23.52,50.56,90,0,10.02
473,Umm Kaddadah,SD,2020-06-14 02:00:40,13.6,26.69,88.7,25,0,7.52
474,Sarangani,PH,2020-06-14 02:00:40,5.4,125.46,81.66,80,100,14.47
475,Oum Hadjer,TD,2020-06-14 02:00:08,13.3,19.7,88.54,42,0,8.84
476,Williams Lake,CA,2020-06-14 01:59:47,52.14,-122.14,57.2,50,90,11.41
477,Gorontalo,ID,2020-06-14 01:56:04,0.54,123.06,87.49,62,12,4.47
478,Nador,MA,2020-06-14 02:00:42,35.17,-2.93,71.6,46,0,8.05
479,Lorengau,PG,2020-06-14 02:00:42,-2.02,147.27,86.29,68,1,9.86
480,Tonstad,NO,2020-06-14 02:00:42,58.66,6.72,64.99,82,75,5.82
481,Labuhan,ID,2020-06-14 02:00:42,-6.88,112.21,76.8,87,100,3.83
482,Plast,RU,2020-06-14 02:00:42,54.37,60.81,48.25,64,100,6.15
483,White Rock,CA,2020-06-14 02:00:43,49.02,-122.8,62.01,71,100,3.0
484,Fairbanks,US,2020-06-14 02:00:43,64.84,-147.72,75.0,67,90,10.29
485,Yabelo,ET,2020-06-14 02:00:43,4.88,38.08,55.71,99,72,5.01
486,Jaisalmer,IN,2020-06-14 02:00:44,26.91,70.92,92.73,41,80,14.79
487,Marzuq,YE,2020-06-14 02:00:44,14.4,46.47,81.23,45,100,2.33
488,Ramgarh,IN,2020-06-14 01:58:11,23.63,85.52,77.0,94,90,1.72
489,Dondo,MZ,2020-06-14 02:00:44,-19.61,34.74,69.8,77,75,11.41
490,Topolovgrad,BG,2020-06-14 02:00:45,42.08,26.33,62.01,98,100,3.94
491,Chingola,ZM,2020-06-14 02:00:45,-12.53,27.88,49.05,98,0,4.9
492,Keti Bandar,PK,2020-06-14 02:00:45,24.14,67.45,84.25,81,0,10.94
493,Tashtyp,RU,2020-06-14 02:00:45,52.79,89.9,72.77,54,0,1.7
494,Antipino,RU,2020-06-14 02:00:46,57.11,65.76,46.4,75,0,11.18
495,Lichinga,MZ,2020-06-14 02:00:46,-13.31,35.24,53.6,93,27,8.05
496,Kudat,MY,2020-06-14 02:00:46,6.88,116.85,84.2,83,75,3.36
497,Sroda Wielkopolska,PL,2020-06-14 02:00:46,52.23,17.28,64.99,81,76,11.01
498,Manaus,BR,2020-06-14 02:00:47,-3.1,-60.02,80.6,88,1,3.36
499,Chabahar,IR,2020-06-14 02:00:47,25.29,60.64,84.43,84,0,5.32
500,Severodvinsk,RU,2020-06-14 02:00:47,64.56,39.83,51.8,76,99,2.24
501,Pangnirtung,CA,2020-06-14 02:00:47,66.15,-65.71,34.57,86,52,2.04
502,Agropoli,IT,2020-06-14 02:00:47,40.35,15.0,64.99,91,3,2.1
503,Ukiah,US,2020-06-14 02:00:48,39.15,-123.21,69.8,40,90,5.82
504,Halifax,CA,2020-06-14 01:59:31,44.65,-63.57,59.0,81,100,0.49
505,Huesca,ES,2020-06-14 02:00:48,42.14,-0.41,59.0,71,65,2.24
506,Bac Lieu,VN,2020-06-14 02:00:48,9.29,105.72,86.07,74,99,12.86
507,Bure,ET,2020-06-14 02:00:49,10.7,37.07,56.28,90,57,2.42
508,Lazaro Cardenas,MX,2020-06-14 02:00:49,17.96,-102.2,80.58,82,93,6.24
509,Ugoofaaru,MV,2020-06-14 02:00:49,5.67,73.0,84.25,77,63,13.76
510,High Level,CA,2020-06-14 02:00:49,58.52,-117.14,75.2,57,75,6.93
511,Limon,CR,2020-06-14 02:00:49,10.0,-83.03,80.58,79,100,6.08
512,Ndele,CF,2020-06-14 02:00:50,8.41,20.65,70.54,94,61,5.41
513,Usvyaty,RU,2020-06-14 02:00:50,55.75,30.75,53.28,78,100,10.25
514,Cayenne,GF,2020-06-14 02:00:50,4.93,-52.33,75.2,100,75,3.36
515,Atar,MR,2020-06-14 02:00:50,20.52,-13.05,90.18,31,80,14.72
516,Viedma,AR,2020-06-14 02:00:51,-40.81,-63.0,42.42,62,52,8.88
517,Korla,CN,2020-06-14 02:00:51,41.76,86.15,78.78,22,0,6.15
518,Forquilhinha,BR,2020-06-14 02:00:44,-28.75,-49.47,53.13,92,100,2.04
519,Dzhebariki-Khaya,RU,2020-06-14 02:00:52,62.22,135.8,73.6,39,100,1.74
520,Vallenar,CL,2020-06-14 02:00:52,-28.57,-70.76,59.41,33,0,2.59
521,Mtwango,TZ,2020-06-14 02:00:52,-9.02,34.8,49.46,74,0,8.68
522,Waingapu,ID,2020-06-14 02:00:52,-9.66,120.26,83.75,69,64,15.66
523,Malartic,CA,2020-06-14 01:57:30,48.13,-78.13,51.8,53,20,2.24
524,Kuching,MY,2020-06-14 01:57:07,1.55,110.33,77.0,94,20,3.36
525,Karoi,ZW,2020-06-14 02:00:53,-16.81,29.69,54.01,91,75,6.38
526,Ransang,PH,2020-06-14 02:00:53,8.96,117.58,86.59,62,100,1.95
527,Ranikhet,IN,2020-06-14 02:00:53,29.65,79.42,72.54,63,3,1.05
528,Oskemen,KZ,2020-06-14 02:00:54,49.96,82.61,69.8,56,0,3.62
529,Zheleznodorozhnyy,RU,2020-06-14 02:00:54,55.75,38.0,55.0,76,100,8.95
530,Ippy,CF,2020-06-14 02:00:54,6.27,21.22,68.23,96,78,3.0
531,Waipawa,NZ,2020-06-14 02:00:54,-41.41,175.52,54.0,71,0,4.7
532,Tezu,IN,2020-06-14 02:00:55,27.92,96.17,78.46,79,89,1.14
533,Okha,RU,2020-06-14 02:00:55,53.57,142.95,39.92,94,100,12.57
534,Sao Joao Da Barra,BR,2020-06-14 02:00:55,-21.64,-41.05,72.72,87,0,7.76
535,Urucara,BR,2020-06-14 02:00:55,-2.54,-57.76,75.79,87,86,1.16
536,Preili,LV,2020-06-14 02:00:56,56.29,26.72,49.6,86,0,10.0
537,Hede,CN,2020-06-14 02:00:56,33.77,120.25,85.77,64,55,5.23
538,Gbarnga,LR,2020-06-14 02:00:56,7.0,-9.47,70.68,98,75,1.23
539,Pointe-Noire,CG,2020-06-14 02:00:56,-4.78,11.86,71.1,90,1,3.74
540,Ipswich,GB,2020-06-14 01:55:58,52.06,1.16,57.2,87,2,4.7
541,Bonavista,CA,2020-06-14 01:58:00,48.65,-53.11,53.67,96,30,15.82
542,Basco,PH,2020-06-14 02:00:57,20.45,121.97,84.74,77,0,13.87
543,Pimentel,PE,2020-06-14 02:00:58,-6.84,-79.93,63.82,86,5,11.07
544,Atambua,ID,2020-06-14 02:00:58,-9.11,124.89,83.03,50,0,4.32
545,Nambucca Heads,AU,2020-06-14 02:00:58,-30.65,153.0,66.2,88,75,6.93
546,Kattivakkam,IN,2020-06-14 02:00:58,13.22,80.32,87.8,58,40,8.05
547,Isabela,PH,2020-06-14 02:00:59,6.71,121.97,82.4,83,90,8.05
548,Ahuimanu,US,2020-06-14 02:00:59,21.44,-157.84,87.8,45,20,14.99
549,Mayor Pablo Lagerenza,PY,2020-06-14 02:00:59,-19.93,-60.77,57.25,81,100,12.93
550,Vaitape,PF,2020-06-14 02:00:59,-16.52,-151.75,81.82,74,25,8.37
551,Nouadhibou,MR,2020-06-14 02:01:00,20.93,-17.03,84.2,39,56,24.16
552,Tchollire,CM,2020-06-14 02:01:00,8.4,14.17,71.74,87,92,3.53
553,Inhuma,BR,2020-06-14 02:01:00,-6.67,-41.71,73.44,77,0,10.54
554,Changji,CN,2020-06-14 02:01:00,44.02,87.32,77.0,29,39,8.95
555,Americus,US,2020-06-14 02:01:01,32.07,-84.23,77.0,61,1,7.63
556,Grand Gaube,MU,2020-06-14 02:01:01,-20.01,57.66,70.0,89,4,5.01
557,Mana,GF,2020-06-14 01:57:45,5.66,-53.78,77.0,90,100,3.31
558,Harlingen,US,2020-06-14 02:00:13,26.19,-97.7,82.4,51,1,12.75
559,Estelle,US,2020-06-14 02:01:02,29.85,-90.11,82.99,78,20,6.93
560,Kantang,TH,2020-06-14 02:01:02,7.41,99.52,80.6,88,20,3.02
561,Oktyabrskiy,RU,2020-06-14 02:01:02,54.48,53.47,46.8,73,65,8.3
562,Caceres,ES,2020-06-14 02:01:02,39.52,-6.37,55.0,77,0,1.01
563,Kinablangan,PH,2020-06-14 02:01:03,7.69,126.55,86.02,65,55,4.25
564,Goderich,CA,2020-06-14 02:01:03,43.75,-81.72,55.0,73,100,11.68
565,Tank,PK,2020-06-14 01:58:27,32.22,70.38,94.8,25,0,7.43
566,Lata,PT,2020-06-14 02:01:03,40.16,-8.33,60.01,89,97,0.74
567,Tommot,RU,2020-06-14 02:01:04,58.96,126.29,66.47,55,86,7.36
568,Udachnyy,RU,2020-06-14 02:01:04,66.42,112.4,41.0,100,90,6.71
569,Deputatskiy,RU,2020-06-14 01:57:28,69.3,139.9,65.7,40,89,6.73
570,Bubaque,GW,2020-06-14 02:01:04,11.28,-15.83,81.07,82,98,15.48
571,Ampanihy,MG,2020-06-14 02:01:05,-24.7,44.75,55.33,83,0,6.31
572,Bereda,ES,2020-06-14 01:58:21,43.27,-7.54,54.0,1,86,5.55
573,Chapais,CA,2020-06-14 02:01:05,49.78,-74.85,48.2,57,1,3.36
574,Pelym,RU,2020-06-14 02:01:06,61.01,62.0,45.25,60,35,8.55
575,Houston,US,2020-06-14 01:58:05,29.76,-95.36,88.0,33,20,9.17
576,Byron Bay,AU,2020-06-14 02:01:06,-28.65,153.62,71.6,83,90,11.41
577,Amapa,BR,2020-06-14 02:01:06,1.0,-52.0,72.39,98,100,1.57
578,Buraydah,SA,2020-06-14 02:01:07,26.33,43.98,82.4,21,26,6.93
579,Uray,RU,2020-06-14 02:01:07,60.12,64.78,45.93,65,90,11.07
580,Taltal,CL,2020-06-14 02:00:32,-25.4,-70.48,57.99,73,22,2.39
